TOWN_CODE_11,CITY_NAME,S_NAME,CITY_NAME_from_master,S_NAME_from_master,town_name_show,都道府県名,市区町村名,大字・町名,字・丁目名,町丁目名,市区町村コード,町丁字コード,町丁字コード6桁,地域階層レベル,総数,医療需要者数合計,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳_医療需要者数,5～9歳_医療需要者数,10～14歳_医療需要者数,15～19歳_医療需要者数,20～24歳_医療需要者数,25～29歳_医療需要者数,30～34歳_医療需要者数,35～39歳_医療需要者数,40～44歳_医療需要者数,45～49歳_医療需要者数,50～54歳_医療需要者数,55～59歳_医療需要者数,60～64歳_医療需要者数,65～69歳_医療需要者数,70～74歳_医療需要者数,75～79歳_医療需要者数,80～84歳_医療需要者数,85～89歳_医療需要者数,90～94歳_医療需要者数,95～99歳_医療需要者数,100歳以上_医療需要者数,5,男女,秘匿処理,秘匿先情報,合算地域,年齢「不詳」,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）20～69歳,-,-.1,中江医院,佐藤医院,医療法人慈愛会 石田医院,医療法人社団健育会 西伊豆健育会病院附属土肥クリニック,医療法人社団健育会西伊豆健育会病院,医療法人社団正仁会 加藤内科,池田医院,西伊豆町安良里診療所,西伊豆町田子診療所,LON,LAT,dist_km,total_patients,town,town_norm,match_type
22222056025,伊豆市,小下田,伊豆市,小下田,伊豆市小下田,静岡県,伊豆市,小下田,,伊豆市小下田,22222.0,56025.0,56025.0,4.0,162,10.30558,2.0,0.0,3.0,4.0,1.0,3.0,3.0,15.0,15.0,24.0,16.0,5.0,14.0,6.0,12.0,17.0,9.0,5.0,7.0,1.0,0.0,0.0758,0.0,0.1104,0.09836,0.02367,0.0851099999999999,0.0960299999999999,0.50295,0.52515,0.93888,0.7032,0.28755,0.8848,0.48606,1.1274000000000002,1.90349,1.0809,0.57415,0.7014699999999999,0.10021,0.0,4574.0,総数,,,,-,5,100,57,39,13,102,9108,56.72222,0.0,0.0,0.0,1303.0,463.0,306.0,0.0,78.0,0.0,138.7611290885027,34.883787416656475,6.379932650452817,2150.0,伊豆市小下田,伊豆市小下田,code_in_car30
22306002013,西伊豆町,仁科大浜,西伊豆町,仁科大浜,西伊豆町仁科大浜,静岡県,西伊豆町,仁科,大浜,西伊豆町仁科大浜,22306.0,2013.0,2013.0,4.0,403,26.97529,6.0,11.0,23.0,14.0,6.0,13.0,12.0,12.0,21.0,28.0,29.0,25.0,20.0,45.0,52.0,35.0,26.0,14.0,6.0,1.0,0.0,0.2274,0.57156,0.8464,0.34426,0.14202,0.3688099999999999,0.3841199999999999,0.4023599999999999,0.73521,1.09536,1.27455,1.43775,1.2640000000000002,3.64545,4.885400000000001,3.91895,3.1226,1.60762,0.6012599999999999,0.10021,0.0,5088.0,総数,,,,4,40,180,179,82,21,211,21690,54.8609,0.0,0.0,102.0,262.0,1204.0,0.0,161.0,587.0,37.0,138.77513598498433,34.76909992411678,6.439146517343868,2353.0,西伊豆町仁科大浜,西伊豆町仁科大浜,code_in_car30
22222055036,伊豆市,八木沢,伊豆市,八木沢,伊豆市八木沢,静岡県,伊豆市,八木沢,,伊豆市八木沢,22222.0,55036.0,55036.0,4.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4572.0,総数,,,,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.784986046892,34.88432989269956,6.549391174913637,0.0,伊豆市八木沢,伊豆市八木沢,code_in_car30
22306002015,西伊豆町,仁科築地,西伊豆町,仁科築地,西伊豆町仁科築地,静岡県,西伊豆町,仁科,築地,西伊豆町仁科築地,22306.0,2015.0,2015.0,4.0,513,32.006280000000004,21.0,13.0,23.0,21.0,18.0,16.0,16.0,21.0,29.0,40.0,27.0,30.0,40.0,62.0,54.0,34.0,25.0,10.0,9.0,1.0,0.0,0.7959,0.67548,0.8464,0.51639,0.42606,0.45392,0.51216,0.7041299999999999,1.01529,1.5648,1.18665,1.7253,2.5280000000000005,5.02262,5.073300000000001,3.80698,3.0025,1.1483,0.90189,0.10021,0.0,5090.0,総数,,,,3,57,258,195,79,20,299,26068,51.61373,0.0,0.0,51.0,97.0,2169.0,0.0,191.0,592.0,187.0,138.7827413737224,34.768186497503514,6.631509684665686,3287.0,西伊豆町仁科築地,西伊豆町仁科築地,code_in_car30
22222055022,伊豆市,八木沢,伊豆市,八木沢,伊豆市八木沢,静岡県,伊豆市,八木沢,,伊豆市八木沢,22222.0,55022.0,55022.0,4.0,76,5.61421,2.0,3.0,4.0,1.0,0.0,1.0,2.0,3.0,3.0,4.0,4.0,6.0,8.0,6.0,5.0,7.0,10.0,6.0,1.0,0.0,0.0,0.0758,0.15588,0.1472,0.02459,0.0,0.02837,0.06402,0.1005899999999999,0.10503,0.15648,0.1758,0.34506,0.5056,0.48606,0.46975,0.78379,1.201,0.68898,0.10021,0.0,0.0,4570.0,総数,,,,-,9,32,35,24,7,37,4401,58.40789,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,138.77597708012692,34.8877652367655,6.802552190633981,96.0,伊豆市八木沢,伊豆市八木沢,code_in_car30
22222055024,伊豆市,八木沢,伊豆市,八木沢,伊豆市八木沢,静岡県,伊豆市,八木沢,,伊豆市八木沢,22222.0,55024.0,55024.0,4.0,82,6.55304,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,3.0,6.0,7.0,4.0,5.0,8.0,14.0,7.0,9.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.09836,0.0,0.0,0.03201,0.06706,0.10503,0.23472,0.30765,0.23004,0.316,0.64808,1.3153,0.78379,1.0809,1.03347,0.10021,0.20042,0.0,4571.0,総数,,,,-,-,32,50,28,12,36,5372,66.0122,0.0,0.0,0.0,61.0,55.0,0.0,0.0,0.0,0.0,138.76445508408258,34.88969686548599,7.0064084156321105,116.0,伊豆市八木沢,伊豆市八木沢,code_in_car30
22222055019,伊豆市,八木沢,伊豆市,八木沢,伊豆市八木沢,静岡県,伊豆市,八木沢,,伊豆市八木沢,22222.0,55019.0,55019.0,4.0,61,4.3390699999999995,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,9.0,6.0,1.0,6.0,6.0,10.0,8.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0736,0.04918,0.0,0.02837,0.0,0.03353,0.10503,0.35208,0.2637,0.05751,0.3792,0.48606,0.9395,0.89576,0.3603,0.11483,0.0,0.10021,0.10021,4568.0,総数,,,,-,2,29,30,14,3,33,3678,60.79508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.77785753345833,34.89246979592156,7.3397141513031885,0.0,伊豆市八木沢,伊豆市八木沢,code_in_car30
22222055020,伊豆市,八木沢,伊豆市,八木沢,伊豆市八木沢,静岡県,伊豆市,八木沢,,伊豆市八木沢,22222.0,55020.0,55020.0,4.0,188,14.3685,6.0,2.0,5.0,3.0,1.0,6.0,7.0,6.0,7.0,9.0,15.0,4.0,13.0,18.0,23.0,26.0,25.0,8.0,2.0,2.0,0.0,0.2274,0.10392,0.184,0.07377,0.02367,0.1702199999999999,0.22407,0.2011799999999999,0.24507,0.35208,0.65925,0.23004,0.8216000000000001,1.45818,2.16085,2.91122,3.0025,0.91864,0.20042,0.20042,0.0,4569.0,総数,,,,-,13,71,104,63,12,86,11279,60.49468,0.0,0.0,0.0,152.0,30.0,0.0,43.0,70.0,0.0,138.7717575096927,34.89318015083894,7.381682511810175,295.0,伊豆市八木沢,伊豆市八木沢,code_in_car30
22305006000,松崎町,門野,松崎町,門野,松崎町門野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.83497438999896,34.78710334739186,7.434157001917665,0.0,松崎町門野,松崎町門野,code_in_car30
22305001007,松崎町,江奈,松崎町,江奈,松崎町江奈,静岡県,松崎町,江奈,,松崎町江奈,22305.0,1007.0,1007.0,4.0,432,30.98192,9.0,9.0,11.0,13.0,5.0,10.0,12.0,16.0,32.0,33.0,15.0,21.0,34.0,35.0,40.0,22.0,37.0,33.0,27.0,16.0,1.0,0.3411,0.46764,0.4048,0.31967,0.11835,0.2837,0.3841199999999999,0.53648,1.12032,1.29096,0.65925,1.20771,2.1488,2.83535,3.758,2.46334,4.4437,3.78939,2.70567,1.60336,0.10021,5037.0,総数,,,,1,29,191,211,136,77,213,25727,60.19142,203.0,0.0,325.0,66.0,60.0,0.0,545.0,72.0,0.0,138.78002777890566,34.759994504901286,7.493063843747258,1271.0,松崎町江奈,松崎町江奈,code_in_car30
22305007000,松崎町,櫻田,松崎町,櫻田,松崎町櫻田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.79351391054252,34.76158438425429,7.578901120962082,0.0,松崎町櫻田,松崎町櫻田,code_in_car30
22305001006,松崎町,江奈,松崎町,江奈,松崎町江奈,静岡県,松崎町,江奈,,松崎町江奈,22305.0,1006.0,1006.0,4.0,350,24.26327,5.0,10.0,8.0,11.0,7.0,15.0,9.0,6.0,13.0,24.0,28.0,28.0,32.0,35.0,31.0,34.0,27.0,17.0,5.0,3.0,1.0,0.1895,0.5196,0.2944,0.27049,0.16569,0.42555,0.2880899999999999,0.2011799999999999,0.45513,0.93888,1.2306,1.61028,2.0224,2.83535,2.91245,3.80698,3.2427,1.95211,0.50105,0.3006299999999999,0.10021,5036.0,総数,,,,1,23,173,153,87,26,197,19914,57.56017,366.0,0.0,111.0,165.0,1759.0,0.0,0.0,105.0,263.0,138.78562125430355,34.75887200358165,7.69817227022829,2769.0,松崎町江奈,松崎町江奈,code_in_car30
22305010000,松崎町,吉田,松崎町,吉田,松崎町吉田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.80631772087233,34.764313952784725,7.721908410860141,0.0,松崎町吉田,松崎町吉田,code_in_car30
22305002009,松崎町,江奈,松崎町,江奈,松崎町江奈,静岡県,松崎町,江奈,,松崎町江奈,22305.0,2009.0,2009.0,4.0,112,8.594660000000001,0.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,14.0,7.0,8.0,11.0,16.0,14.0,11.0,8.0,9.0,4.0,0.0,0.0,0.0,0.05196,0.1472,0.02459,0.02367,0.02837,0.0,0.0,0.07002,0.5476800000000001,0.30765,0.46008,0.6952,1.29616,1.3153,1.23167,0.9608,1.03347,0.40084,0.0,0.0,5040.0,総数,,,,-,5,45,62,32,13,60,7127,64.13393,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,138.77687502318796,34.75756868100158,7.730175217337664,85.0,松崎町江奈,松崎町江奈,code_in_car30
22305011000,松崎町,船田,松崎町,船田,松崎町船田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.82363101772884,34.772895735492,7.772205264148537,0.0,松崎町船田,松崎町船田,code_in_car30
22306005000,西伊豆町,大沢里,西伊豆町,大沢里,西伊豆町大沢里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.85468368461113,34.82159505936143,7.799600801052661,0.0,西伊豆町大沢里,西伊豆町大沢里,code_in_car30
22305002008,松崎町,江奈,松崎町,江奈,松崎町江奈,静岡県,松崎町,江奈,,松崎町江奈,22305.0,2008.0,2008.0,4.0,221,15.80122,5.0,4.0,8.0,8.0,2.0,1.0,5.0,5.0,12.0,11.0,23.0,17.0,14.0,12.0,33.0,18.0,23.0,9.0,6.0,3.0,0.0,0.1895,0.20784,0.2944,0.19672,0.04734,0.02837,0.1600499999999999,0.16765,0.42012,0.43032,1.01085,0.97767,0.8848,0.97212,3.10035,2.01546,2.7623,1.03347,0.6012599999999999,0.3006299999999999,0.0,5039.0,総数,,,,2,17,98,104,59,18,102,12781,58.86073,224.0,0.0,287.0,181.0,197.0,0.0,0.0,198.0,0.0,138.77887591833914,34.75639721330458,7.877758769845042,1087.0,松崎町江奈,松崎町江奈,code_in_car30
22305003004,松崎町,松崎,松崎町,松崎,松崎町松崎,静岡県,松崎町,松崎,,松崎町松崎,22305.0,3004.0,3004.0,4.0,189,13.63262,3.0,5.0,4.0,10.0,2.0,7.0,2.0,16.0,6.0,6.0,11.0,5.0,9.0,26.0,29.0,16.0,16.0,6.0,7.0,3.0,0.0,0.1137,0.2598,0.1472,0.2459,0.04734,0.19859,0.06402,0.53648,0.21006,0.23472,0.48345,0.28755,0.5688000000000001,2.10626,2.72455,1.79152,1.9216,0.68898,0.7014699999999999,0.3006299999999999,0.0,5045.0,総数,,,,-,12,74,103,48,16,90,10932,58.34127,784.0,0.0,0.0,84.0,0.0,0.0,84.0,0.0,0.0,138.77720641562735,34.75485217205554,8.033728553887778,952.0,松崎町松崎,松崎町松崎,code_in_car30
22305009000,松崎町,建久寺,松崎町,建久寺,松崎町建久寺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.80338771534662,34.759999161480685,8.049813538150984,0.0,松崎町建久寺,松崎町建久寺,code_in_car30
22222055018,伊豆市,八木沢,伊豆市,八木沢,伊豆市八木沢,静岡県,伊豆市,八木沢,,伊豆市八木沢,22222.0,55018.0,55018.0,4.0,107,7.66675,2.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,8.0,6.0,12.0,9.0,13.0,10.0,8.0,6.0,3.0,1.0,0.0,0.0758,0.20784,0.0368,0.07377,0.04734,0.0851099999999999,0.12804,0.1005899999999999,0.14004,0.1956,0.3516,0.34506,0.7584000000000001,0.72909,1.2213500000000002,1.1197,0.9608,0.68898,0.3006299999999999,0.10021,0.0,4567.0,総数,,,,-,7,50,50,28,10,56,6233,58.75234,0.0,0.0,0.0,102.0,29.0,188.0,0.0,0.0,0.0,138.78042287028947,34.89987742663763,8.184626543569768,319.0,伊豆市八木沢,伊豆市八木沢,code_in_car30
22305003002,松崎町,松崎,松崎町,松崎,松崎町松崎,静岡県,松崎町,松崎,,松崎町松崎,22305.0,3002.0,3002.0,4.0,136,9.80032,2.0,2.0,3.0,5.0,1.0,5.0,1.0,2.0,6.0,9.0,10.0,12.0,15.0,14.0,11.0,13.0,9.0,12.0,4.0,0.0,0.0,0.0758,0.10392,0.1104,0.12295,0.02367,0.14185,0.03201,0.06706,0.21006,0.35208,0.4395,0.69012,0.948,1.13414,1.03345,1.45561,1.0809,1.37796,0.40084,0.0,0.0,5043.0,総数,,,,-,7,66,63,38,16,75,8124,60.23529,0.0,0.0,0.0,0.0,88.0,0.0,0.0,90.0,0.0,138.77532122521689,34.75325363858781,8.197797019138866,178.0,松崎町松崎,松崎町松崎,code_in_car30
22305003005,松崎町,松崎,松崎町,松崎,松崎町松崎,静岡県,松崎町,松崎,,松崎町松崎,22305.0,3005.0,3005.0,4.0,93,6.295030000000001,1.0,1.0,2.0,4.0,3.0,5.0,1.0,2.0,1.0,7.0,8.0,4.0,8.0,12.0,8.0,11.0,4.0,6.0,2.0,0.0,0.0,0.0379,0.05196,0.0736,0.09836,0.07101,0.14185,0.03201,0.06706,0.03501,0.27384,0.3516,0.23004,0.5056,0.97212,0.7516,1.23167,0.4804,0.68898,0.20042,0.0,0.0,5046.0,総数,,,,3,4,43,43,23,8,51,5215,58.44444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.7770839422377,34.753350670377124,8.199100506229529,0.0,松崎町松崎,松崎町松崎,code_in_car30
22305008000,松崎町,那賀,松崎町,那賀,松崎町那賀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.79950441925857,34.75681444835915,8.2533165050953,0.0,松崎町那賀,松崎町那賀,code_in_car30
22305012000,松崎町,峰輪,松崎町,峰輪,松崎町峰輪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.82906026725328,34.76996062621086,8.341293619350044,0.0,松崎町峰輪,松崎町峰輪,code_in_car30
22222053035,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,53035.0,53035.0,4.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4558.0,総数,,,,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.8184261430275,34.892980289023654,8.606204690408207,0.0,伊豆市土肥,伊豆市土肥,code_in_car30
22305003001,松崎町,松崎,松崎町,松崎,松崎町松崎,静岡県,松崎町,松崎,,松崎町松崎,22305.0,3001.0,3001.0,4.0,182,12.41749,4.0,2.0,9.0,11.0,4.0,3.0,4.0,4.0,10.0,11.0,13.0,16.0,14.0,15.0,18.0,15.0,17.0,9.0,3.0,0.0,0.0,0.1516,0.10392,0.3312,0.27049,0.09468,0.0851099999999999,0.12804,0.13412,0.3500999999999999,0.43032,0.57135,0.92016,0.8848,1.21515,1.6911,1.67955,2.0417,1.03347,0.3006299999999999,0.0,0.0,5042.0,総数,,,,-,15,90,77,44,12,94,10088,55.92857,0.0,0.0,0.0,246.0,246.0,0.0,0.0,0.0,0.0,138.7788380186748,34.74968373262413,8.619862545378258,492.0,松崎町松崎,松崎町松崎,code_in_car30
22305003003,松崎町,松崎,松崎町,松崎,松崎町松崎,静岡県,松崎町,松崎,,松崎町松崎,22305.0,3003.0,3003.0,4.0,160,11.79502,1.0,5.0,10.0,3.0,0.0,2.0,2.0,5.0,7.0,13.0,5.0,10.0,16.0,13.0,28.0,19.0,11.0,5.0,4.0,1.0,0.0,0.0379,0.2598,0.368,0.07377,0.0,0.05674,0.06402,0.16765,0.24507,0.50856,0.21975,0.5751,1.0112,1.05313,2.6306000000000003,2.12743,1.3211,0.57415,0.40084,0.10021,0.0,5044.0,総数,,,,-,16,63,81,40,10,73,9417,59.35625,0.0,0.0,637.0,129.0,743.0,0.0,130.0,147.0,149.0,138.77657064082504,34.74944195472452,8.628600191339748,1935.0,松崎町松崎,松崎町松崎,code_in_car30
22305004000,松崎町,宮内,松崎町,宮内,松崎町宮内,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.78232386119674,34.74974748164376,8.650212308962143,0.0,松崎町宮内,松崎町宮内,code_in_car30
22222053010,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,53010.0,53010.0,4.0,47,4.14,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,9.0,8.0,5.0,6.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.02367,0.02837,0.0,0.0,0.0,0.03912,0.13185,0.05751,0.2528,0.72909,0.7516,0.55985,0.7206,0.34449,0.20042,0.20042,0.10021,4554.0,総数,,,,-,-,11,36,19,8,20,3363,72.05319,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,138.80718315424457,34.89822092643545,8.65264512130732,61.0,伊豆市土肥,伊豆市土肥,code_in_car30
22222053009,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,53009.0,53009.0,4.0,60,4.345280000000001,0.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,7.0,2.0,3.0,4.0,3.0,7.0,13.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.05196,0.1104,0.04918,0.0,0.02837,0.03201,0.03353,0.24507,0.07824,0.13185,0.23004,0.1896,0.56707,1.2213500000000002,0.67182,0.3603,0.34449,0.0,0.0,0.0,4553.0,総数,,,,-,4,24,32,12,3,29,3475,58.41667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.80305526242515,34.90261653376917,8.967606229393,0.0,伊豆市土肥,伊豆市土肥,code_in_car30
22222053004,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,53004.0,53004.0,4.0,211,16.14269,2.0,2.0,4.0,1.0,6.0,2.0,3.0,5.0,10.0,12.0,18.0,21.0,8.0,21.0,30.0,33.0,14.0,14.0,5.0,0.0,0.0,0.0758,0.10392,0.1472,0.02459,0.14202,0.05674,0.0960299999999999,0.16765,0.3500999999999999,0.46944,0.7911,1.20771,0.5056,1.70121,2.8185,3.69501,1.6814,1.60762,0.50105,0.0,0.0,4549.0,総数,,,,-,8,86,117,66,19,106,13094,62.55687,0.0,0.0,0.0,44.0,0.0,130.0,67.0,100.0,0.0,138.7911580650246,34.906581306174,9.086831481880607,341.0,伊豆市土肥,伊豆市土肥,code_in_car30
22305023000,松崎町,道部,松崎町,道部,松崎町道部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.77133351558942,34.74475602426628,9.126866384788766,0.0,松崎町道部,松崎町道部,code_in_car30
22305016000,松崎町,伏倉,松崎町,伏倉,松崎町伏倉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.79333786498825,34.74637957988864,9.206390599082264,0.0,松崎町伏倉,松崎町伏倉,code_in_car30
22305015000,松崎町,南郷,松崎町,南郷,松崎町南郷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.81074376509696,34.74970099987727,9.367016999951215,0.0,松崎町南郷,松崎町南郷,code_in_car30
22305013000,松崎町,大澤,松崎町,大澤,松崎町大澤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.83820097107088,34.76405626371739,9.385719293346982,0.0,松崎町大澤,松崎町大澤,code_in_car30
22222053013,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,53013.0,53013.0,4.0,47,3.85751,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,7.0,7.0,9.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02367,0.0,0.03201,0.0,0.03501,0.0,0.21975,0.11502,0.4424,0.56707,0.84555,0.67182,0.3603,0.34449,0.20042,0.0,0.0,4557.0,総数,合算地域あり,,54038,-,-,17,30,14,5,24,3172,67.98936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.81017799086814,34.90459019820775,9.411124652668299,0.0,伊豆市土肥,伊豆市土肥,code_in_car30
22222053008,伊豆市,土肥,伊豆市,土肥,伊豆市土肥,静岡県,伊豆市,土肥,,伊豆市土肥,22222.0,53008.0,53008.0,4.0,204,14.56746,1.0,3.0,5.0,4.0,3.0,2.0,2.0,7.0,17.0,13.0,17.0,11.0,20.0,22.0,32.0,16.0,18.0,5.0,2.0,3.0,1.0,0.0379,0.15588,0.184,0.09836,0.07101,0.05674,0.06402,0.2347099999999999,0.59517,0.50856,0.7471500000000001,0.63261,1.2640000000000002,1.78222,3.0064,1.79152,2.1618,0.57415,0.20042,0.3006299999999999,0.10021,4552.0,総数,,,,-,9,96,99,45,11,114,12157,60.09314,0.0,0.0,0.0,155.0,71.0,1073.0,0.0,0.0,0.0,138.80593406333648,34.90713798170862,9.530114099555545,1299.0,伊豆市土肥,伊豆市土肥,code_in_car30
22305024000,松崎町,岩地,松崎町,岩地,松崎町岩地,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.7628370128762,34.74099699687204,9.562509226878488,0.0,松崎町岩地,松崎町岩地,code_in_car30
